neighborhood,zipcode,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
2202,Beacon Hill,98108,7883603425,20140529T000000,155000,3,1.0,1250,6250,1.0,0,0,2,7,1030,220,1949,0,47.5292,-122.323,1130,6250
1412,West Seattle,98126,1121000058,20150331T000000,485000,3,1.75,1790,6775,1.0,0,2,3,8,1790,0,1951,0,47.5412,-122.37700000000001,1310,6028
1190,West Seattle,98116,2391601195,20150430T000000,1050000,4,4.25,3720,5750,2.0,0,2,3,9,2960,760,2006,0,47.5632,-122.399,2550,5750
1273,West Seattle,98126,8122100690,20140623T000000,449000,4,2.5,1850,5040,1.0,0,0,3,7,1230,620,1930,2013,47.5386,-122.37299999999999,1010,5040
4437,Ballard,98117,9268200641,20140820T000000,350000,2,1.0,800,5040,1.0,0,0,3,6,800,0,1960,0,47.6953,-122.36200000000001,1020,5040
4298,Ballard,98117,2880100240,20140825T000000,439950,2,1.75,1210,3000,1.0,0,0,5,7,910,300,1906,0,47.6789,-122.365,1260,3000
1501,West Seattle,98126,3278602040,20141021T000000,346500,3,3.25,1570,2048,2.0,0,0,3,8,1290,280,2006,0,47.548,-122.375,1570,2006
3611,Central Area,98144,3964400470,20140725T000000,500000,3,1.5,2150,4000,1.5,0,0,3,7,1470,680,1928,0,47.5733,-122.31200000000001,1750,4000
4794,Northgate,98103,1972202010,20140801T000000,435000,3,3.0,1440,1350,3.5,0,2,3,8,1440,0,2005,0,47.6525,-122.345,1440,1350
7145,Magnolia,98199,6681500205,20150504T000000,658500,4,2.25,1900,5000,1.0,0,0,3,7,1400,500,1963,0,47.6456,-122.387,1710,4994
2696,Seward Park,98118,7950304095,20150217T000000,257500,1,1.0,710,6060,1.0,0,0,4,6,710,0,1916,0,47.5621,-122.28299999999999,1440,4545
6886,Delridge,98106,3438502731,20150401T000000,323000,3,1.5,1720,7110,1.0,0,0,3,8,1720,0,1955,0,47.5417,-122.355,1730,6840
4205,Ballard,98117,1862400215,20150120T000000,775000,3,2.5,2480,5007,2.0,0,0,3,8,1960,520,2014,0,47.6974,-122.369,1650,7806
4487,Ballard,98117,9165100375,20141118T000000,510000,5,2.0,2740,3838,1.0,0,0,4,7,1370,1370,1959,0,47.6819,-122.39299999999999,1660,4040
6421,Lake City,98125,4426600125,20141118T000000,279000,3,1.0,1520,8055,1.5,0,0,3,7,1520,0,1952,0,47.7222,-122.305,1560,8160
1913,West Seattle,98146,2895600095,20140716T000000,550000,3,2.5,2290,6328,2.0,0,0,3,8,2290,0,2001,0,47.5103,-122.382,1600,6180
4274,Ballard,98117,6021503655,20140716T000000,375000,3,2.5,1330,816,3.0,0,0,3,8,1330,0,2004,0,47.6836,-122.387,1330,1113
5431,Northgate,98133,6150700394,20140506T000000,365000,3,1.5,1310,8160,1.0,0,0,3,7,1310,0,1950,0,47.7291,-122.339,1090,7560
7003,Magnolia,98199,2770602265,20150224T000000,345000,3,2.0,1430,4200,1.0,0,0,4,7,830,600,1908,0,47.6462,-122.384,1540,5000
5998,Lake City,98115,9547200530,20150112T000000,780000,6,4.0,3300,5720,1.0,0,0,3,8,1960,1340,1963,0,47.676,-122.309,2030,4080
3712,Central Area,98144,567000408,20140602T000000,400000,3,2.5,1495,936,3.0,0,0,3,8,1405,90,2006,0,47.593,-122.295,1495,1186
2420,Seward Park,98118,7165700110,20150507T000000,280000,3,3.0,1390,1080,2.0,0,0,3,7,1140,250,2006,0,47.5325,-122.28200000000001,1450,1461
611,University District,98105,6613000375,20150317T000000,1550000,4,3.5,3260,5000,2.0,0,0,5,9,2630,630,1937,0,47.6598,-122.273,2600,5000
588,University District,98105,1025049254,20141204T000000,458000,3,4.0,1390,1569,2.0,0,0,3,9,1150,240,2006,0,47.67100000000001,-122.26899999999999,1620,1855
6222,Lake City,98125,6414100671,20140909T000000,425000,3,1.75,2500,6840,1.0,0,0,3,8,1300,1200,1957,0,47.7222,-122.32,1580,8691
4659,Northgate,98103,993001332,20140903T000000,407000,3,2.25,1430,1448,3.0,0,0,3,8,1430,0,2005,0,47.6916,-122.34100000000001,1430,1383
7137,Magnolia,98199,1025039320,20150427T000000,1305000,4,3.5,3440,5000,2.0,0,0,3,11,2560,880,2006,0,47.6672,-122.40899999999999,3090,10241
4499,Ballard,98117,6382500076,20140910T000000,566950,3,3.0,1730,1902,3.0,0,0,3,8,1730,0,2014,0,47.6944,-122.37700000000001,1830,1804
1072,West Seattle,98116,952007055,20141021T000000,500000,3,1.0,1070,4600,1.0,0,0,3,7,950,120,1930,0,47.5627,-122.383,1090,4600
2537,Seward Park,98118,2123700100,20141202T000000,353000,5,2.75,2130,5000,1.0,0,0,5,7,1100,1030,1978,0,47.5271,-122.274,1340,6837
3733,Ballard,98107,2767600171,20140519T000000,440000,2,1.5,1010,1968,1.5,0,0,5,5,1010,0,1906,0,47.6757,-122.385,1760,4200
997,West Seattle,98116,9275700005,20150427T000000,1052000,3,2.25,2880,6092,2.0,0,4,4,8,1920,960,1983,0,47.5878,-122.381,2880,5308
3622,Central Area,98144,357000005,20141222T000000,500000,4,2.0,1680,3813,2.0,0,0,4,7,1680,0,1900,0,47.593,-122.29299999999999,2540,3996
3406,Central Area,98144,8161600135,20140527T000000,688000,4,3.0,3000,4000,1.5,0,3,3,8,1970,1030,1913,2014,47.5744,-122.307,1900,4000
524,University District,98105,3180100023,20150130T000000,544000,3,2.5,1760,1755,3.5,0,0,3,8,1760,0,1998,0,47.6688,-122.279,1700,1721
5005,Northgate,98103,9523103590,20150316T000000,770000,4,1.0,1480,3750,1.5,0,0,4,7,1480,0,1912,0,47.6737,-122.354,1570,3750
6628,Delridge,98106,7899800890,20150226T000000,181000,2,1.5,720,5120,1.0,0,0,3,6,720,0,1954,0,47.5218,-122.35700000000001,1150,2566
3308,Central Area,98122,4278900110,20141009T000000,969500,3,3.25,2080,3025,2.0,0,2,4,8,1220,860,1984,0,47.6051,-122.289,2680,6518
985,West Seattle,98116,2998800110,20150325T000000,1345000,4,3.25,3440,4920,2.0,0,4,3,10,2520,920,2014,0,47.5727,-122.40899999999999,2350,5166
6260,Lake City,98125,6413100270,20150331T000000,490000,3,1.75,1540,9000,1.0,0,0,3,8,1540,0,1971,0,47.7152,-122.322,1710,7488
6895,Delridge,98106,7972602490,20141212T000000,220000,5,2.5,1760,10200,1.5,0,0,3,6,1760,0,1925,0,47.5271,-122.351,1370,7620
6031,Lake City,98115,3426049124,20150318T000000,334000,2,1.75,1680,8367,1.0,0,0,3,6,840,840,1914,0,47.6976,-122.288,1830,6720
705,Capitol Hill,98112,2804100095,20140516T000000,724800,3,2.0,2050,3933,1.0,0,0,3,8,1180,870,1926,2001,47.6436,-122.303,1940,4000
7093,Magnolia,98199,5035300572,20141016T000000,779000,4,1.5,2740,4912,1.0,0,0,4,8,1370,1370,1937,0,47.6523,-122.412,2160,5006
6066,Lake City,98115,5100401315,20140709T000000,395000,2,1.0,930,6380,1.0,0,0,4,7,930,0,1940,0,47.6915,-122.321,1180,6380
6965,Magnolia,98199,1373800295,20141013T000000,1450000,3,3.0,4380,6320,2.0,0,3,5,10,3580,800,1952,0,47.6452,-122.411,3080,7680
6378,Lake City,98125,5272200040,20141121T000000,375000,3,1.0,1000,6947,1.0,0,0,4,7,1000,0,1947,0,47.7142,-122.319,1000,6947
3916,Ballard,98107,8673400141,20141015T000000,473000,3,3.0,1380,1081,3.0,0,0,3,8,1380,0,2005,0,47.6692,-122.39,1390,1140
3597,Central Area,98144,9834200411,20141113T000000,390000,3,1.0,950,3621,1.0,0,0,4,6,950,0,1947,0,47.575,-122.289,1540,4080
6406,Lake City,98125,3822200164,20140819T000000,423500,3,2.25,1890,7498,1.0,0,0,3,7,1190,700,1987,0,47.73,-122.29700000000001,1660,8100
4111,Ballard,98117,9268200300,20140520T000000,490000,3,1.0,1910,8190,1.0,0,0,4,7,1010,900,1946,0,47.696999999999996,-122.365,1600,5042
6654,Delridge,98106,7972601710,20150415T000000,320000,2,1.0,900,7620,1.0,0,0,3,7,900,0,1971,0,47.5268,-122.34299999999999,1520,7620
217,Queen Anne,98119,4232901525,20140627T000000,665000,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,0,47.6338,-122.35799999999999,1170,3600
3300,Central Area,98122,8083400066,20150423T000000,730000,4,1.5,2340,5000,2.0,0,0,3,8,2100,240,1912,0,47.6065,-122.291,2320,5500
727,Capitol Hill,98112,3204300705,20140515T000000,575000,2,1.0,1490,6000,1.0,0,0,3,7,1090,400,1946,0,47.6296,-122.3,1590,6000
1374,West Seattle,98126,4364200015,20150109T000000,335000,2,1.5,1170,5248,1.0,0,0,5,6,1170,0,1941,0,47.5318,-122.374,1170,5120
3665,Central Area,98144,9834201375,20150206T000000,425000,3,2.25,1420,1230,2.0,0,0,3,8,940,480,2009,0,47.5703,-122.288,1400,1230
4117,Ballard,98117,6021503740,20150304T000000,690000,3,1.0,1090,4000,1.5,0,0,4,7,1090,0,1945,0,47.6846,-122.38600000000001,1520,4000
2090,West Seattle,98146,623049232,20140715T000000,115000,2,0.75,550,7980,1.0,0,0,3,5,550,0,1952,0,47.511,-122.348,1330,7980
1546,West Seattle,98126,3277801431,20140827T000000,268500,3,2.25,1140,977,2.0,0,0,3,7,850,290,2008,0,47.5439,-122.375,1140,976
287,Queen Anne,98119,2770604410,20141029T000000,608000,3,2.5,1760,1472,3.0,0,0,3,8,1640,120,2006,0,47.6473,-122.374,1760,5400
6060,Lake City,98115,8824900050,20140612T000000,656500,4,2.0,2710,4750,1.0,0,0,4,7,1460,1250,1919,0,47.6756,-122.305,1700,3800
5448,Northgate,98133,6141100065,20141218T000000,420000,3,1.0,1790,7055,1.0,0,0,5,8,1520,270,1937,0,47.718,-122.355,1710,7055
3671,Central Area,98144,8850000018,20141001T000000,412000,3,2.5,1200,813,3.0,0,0,3,9,1200,0,2010,0,47.5894,-122.315,1750,4365
686,Capitol Hill,98112,4400200057,20150221T000000,761000,3,3.5,2050,2020,2.0,0,0,3,8,1520,530,2006,0,47.6235,-122.306,1230,3640
2968,Rainier Valley,98178,6002400030,20140814T000000,324950,4,1.75,2320,9240,1.0,0,0,3,7,1160,1160,1959,2014,47.4909,-122.257,2130,7320
4315,Ballard,98117,125039021,20140924T000000,575000,2,1.0,1230,2726,1.5,0,0,3,7,880,350,1920,0,47.6815,-122.359,1710,3750
4195,Ballard,98117,9268200348,20141028T000000,439000,5,2.0,2610,5009,1.0,0,0,3,7,1710,900,1988,0,47.6969,-122.366,1600,5040
2217,Beacon Hill,98108,5141000510,20140915T000000,392000,4,3.75,2220,3797,1.5,0,0,4,6,1330,890,1917,0,47.5574,-122.315,1490,4340
2506,Seward Park,98118,9459200110,20140610T000000,315000,2,1.0,1740,3622,1.0,0,0,4,7,950,790,1924,0,47.5541,-122.29,1270,3800
4606,Northgate,98103,3797000830,20140530T000000,425000,3,1.75,1680,3000,1.0,0,2,4,6,840,840,1900,0,47.68600000000001,-122.346,1540,3700
1470,West Seattle,98126,8122100905,20140624T000000,395000,4,1.75,1540,5120,1.0,0,0,5,6,770,770,1943,0,47.5359,-122.37200000000001,1080,5120
973,West Seattle,98116,913000315,20140605T000000,1300000,6,4.5,3902,3880,3.0,0,4,4,9,2782,1120,1977,0,47.5837,-122.399,1100,3870
1950,West Seattle,98146,1721801010,20140903T000000,225000,3,1.0,1790,6120,1.0,0,0,3,6,1790,0,1937,1964,47.508,-122.337,830,6120
1558,West Seattle,98126,3278612370,20140811T000000,349900,3,2.5,1580,2765,2.0,0,0,3,8,1580,0,2011,0,47.5444,-122.369,1580,1820
2213,Beacon Hill,98108,7883602650,20150413T000000,250000,2,1.0,860,4320,1.0,0,0,3,7,860,0,1925,0,47.5263,-122.325,980,6000
4441,Ballard,98117,2922701175,20140919T000000,535000,2,1.5,1940,5700,1.0,0,0,3,7,970,970,1937,0,47.6881,-122.367,1250,5700
4322,Ballard,98117,1588600040,20150206T000000,365000,2,1.0,770,5680,1.0,0,0,4,6,770,0,1929,0,47.6951,-122.366,1170,5514
3696,Central Area,98144,7660100238,20141111T000000,329950,3,2.5,1300,812,2.0,0,0,3,8,880,420,2008,0,47.5893,-122.31700000000001,1300,824
1147,West Seattle,98116,6372000280,20141008T000000,560000,3,3.5,1560,2198,2.0,0,0,3,8,1180,380,2006,0,47.5812,-122.40299999999999,1550,1467
2354,Seward Park,98118,1702901557,20140911T000000,445000,5,3.0,2930,5500,1.0,0,0,3,7,1750,1180,1951,0,47.5572,-122.281,1400,5500
2164,Beacon Hill,98108,7883607645,20140602T000000,155000,1,1.0,720,6000,1.0,0,0,3,6,720,0,1940,0,47.5266,-122.316,1040,6000
492,University District,98105,4219400555,20141124T000000,1325000,3,2.5,2280,5000,2.0,0,3,4,9,2280,0,1926,0,47.6574,-122.27799999999999,2200,5000
7239,Magnolia,98199,1193000220,20150407T000000,689800,2,1.75,1370,3125,1.0,0,0,3,7,1090,280,1950,0,47.6492,-122.391,1730,5966
3861,Ballard,98107,2767603615,20140903T000000,481000,2,2.25,1290,1137,3.0,0,0,3,8,1290,0,2007,0,47.6718,-122.382,1290,1332
1114,West Seattle,98116,1024000109,20140710T000000,295000,2,1.0,740,4459,1.0,0,2,3,5,740,0,1915,0,47.5704,-122.40899999999999,1490,4700
636,Capitol Hill,98112,5332200550,20150325T000000,505000,3,1.0,1380,4000,1.5,0,0,3,7,1380,0,1910,0,47.6261,-122.296,1690,4000
7099,Magnolia,98199,5035300085,20140602T000000,730000,4,2.0,2360,6000,1.0,0,0,5,7,1260,1100,1939,0,47.6534,-122.41,1720,6000
81,Downtown,98102,6848200325,20140904T000000,625000,3,2.75,2240,3600,2.5,0,0,3,7,1650,590,1901,0,47.6244,-122.32600000000001,1716,3120
4316,Ballard,98117,6383000150,20140806T000000,550000,3,1.0,1630,6009,1.0,0,3,4,8,1630,0,1954,0,47.693000000000005,-122.383,2120,6009
3127,Central Area,98122,9187200245,20141231T000000,441000,4,1.5,1100,3300,1.0,0,0,1,7,1100,0,1919,0,47.6033,-122.295,2020,4000
2228,Beacon Hill,98108,1708400370,20140626T000000,339000,2,1.0,950,7954,1.0,0,0,4,7,950,0,1941,0,47.556999999999995,-122.306,1180,6828
6194,Lake City,98115,8924100372,20150423T000000,1302000,4,3.5,3590,5334,2.0,0,2,3,9,3140,450,2006,0,47.6763,-122.26700000000001,2100,6250
7056,Magnolia,98199,1025039292,20141030T000000,1337500,4,2.5,2900,21074,2.0,0,0,3,11,2900,0,1986,0,47.6696,-122.416,3390,20000
2444,Seward Park,98118,1443500725,20150423T000000,280000,3,1.0,1350,7553,1.5,0,0,3,6,1350,0,1914,0,47.5345,-122.274,1380,7470
72,Downtown,98102,1130000005,20140715T000000,1600000,3,2.25,3170,5000,2.0,0,0,5,10,2230,940,1975,0,47.6349,-122.318,3170,5400
4746,Northgate,98103,6046400755,20150511T000000,475000,5,1.75,2020,5100,1.5,0,0,5,7,1320,700,1911,0,47.6915,-122.345,1130,5100
3933,Ballard,98107,2767604425,20150129T000000,535000,3,3.25,1430,1276,3.0,0,0,3,8,1430,0,2007,0,47.6712,-122.38,1430,1243
3849,Ballard,98107,7550801225,20140627T000000,500000,4,1.0,1440,7100,1.5,0,0,3,7,1440,0,1906,0,47.6725,-122.396,1490,5000
3290,Central Area,98122,7217400895,20140609T000000,550000,3,1.75,1380,3402,1.5,0,0,3,7,1380,0,1900,2000,47.6109,-122.302,1500,5496
4447,Ballard,98117,7518506716,20140827T000000,969950,3,2.5,2830,3750,3.0,0,0,3,10,2830,0,2014,0,47.6798,-122.385,1780,5100
1247,West Seattle,98126,952000055,20150206T000000,530000,3,1.0,1500,5750,1.5,0,0,4,7,1050,450,1927,0,47.5677,-122.376,1500,5060
3973,Ballard,98107,2767704777,20140919T000000,436000,3,2.5,1460,1238,2.0,0,0,3,8,1200,260,2008,0,47.6719,-122.374,1280,1257
4082,Ballard,98117,7518503200,20140701T000000,459500,2,1.0,1250,3825,1.0,0,0,3,7,850,400,1929,0,47.6805,-122.38,1370,4998
4514,Ballard,98117,2856100260,20141202T000000,732000,3,2.5,1960,3060,2.0,0,0,3,8,1960,0,2010,0,47.6764,-122.389,1220,3060
6408,Lake City,98125,2832100910,20140708T000000,435000,4,2.75,2230,9640,1.0,0,0,3,8,1320,910,1998,0,47.7269,-122.325,2100,9600
5453,Northgate,98133,3293700482,20150114T000000,509000,3,2.25,1780,9315,2.0,0,0,3,7,1780,0,1996,0,47.7484,-122.353,1780,8545
4555,Northgate,98103,5694500105,20141204T000000,595000,2,2.0,1510,4000,1.0,0,0,4,7,1010,500,1900,0,47.6582,-122.345,1920,4000
1078,West Seattle,98116,2998300075,20150127T000000,857500,4,2.75,2960,5040,2.0,0,3,3,9,2210,750,1952,1993,47.5747,-122.40799999999999,2270,5500
6330,Lake City,98125,4077800094,20150202T000000,675000,4,1.75,2220,7230,1.0,0,1,3,8,1280,940,1950,0,47.7065,-122.279,2210,7230
1384,West Seattle,98126,7312900060,20140603T000000,235000,2,1.0,720,4840,1.0,0,0,4,6,720,0,1947,0,47.5534,-122.375,1510,4840
1561,West Seattle,98126,3277801411,20141105T000000,350000,3,2.5,1380,1590,2.0,0,0,3,9,1160,220,2012,0,47.5444,-122.375,1380,1590
2489,Seward Park,98118,7129301851,20140923T000000,245000,2,1.0,1120,5650,1.0,0,1,3,6,720,400,1904,0,47.5155,-122.255,2160,6480
4711,Northgate,98103,3363400655,20140724T000000,549000,2,2.0,1980,6000,1.5,0,0,5,7,1220,760,1906,0,47.6809,-122.351,1280,3900
756,Capitol Hill,98112,6788200295,20140612T000000,620000,2,1.0,1430,3000,1.5,0,0,3,7,1300,130,1929,0,47.6415,-122.303,1750,4000
2134,Beacon Hill,98108,600000152,20140602T000000,404000,3,1.5,2030,8880,1.0,0,0,3,7,1330,700,1963,0,47.5586,-122.311,2140,5592
3206,Central Area,98122,5351200265,20140911T000000,1265000,4,3.25,3640,3604,2.0,0,2,5,9,1960,1680,1913,0,47.6145,-122.28399999999999,1940,4600
2093,West Seattle,98146,7100000110,20150114T000000,340000,3,1.0,1580,8308,1.5,0,0,3,7,1580,0,1948,0,47.5075,-122.37899999999999,1200,8308
4193,Ballard,98117,6021502310,20141218T000000,582000,2,1.75,1210,4141,1.0,0,0,4,7,910,300,1942,0,47.68600000000001,-122.382,1310,4141
1837,West Seattle,98136,7625702263,20140612T000000,402000,3,3.5,1240,1666,2.0,0,0,3,7,1000,240,2008,0,47.5496,-122.38799999999999,1110,1027
2539,Seward Park,98118,3330501120,20150325T000000,320000,3,1.0,960,6180,1.0,0,0,4,6,960,0,1910,0,47.5518,-122.279,1250,4120
5142,Northgate,98133,2426039314,20141201T000000,280000,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,0,47.7274,-122.35700000000001,1390,1756
1023,West Seattle,98116,3389900965,20140827T000000,625000,3,2.5,2330,3141,2.0,0,0,3,8,2330,0,2003,0,47.5622,-122.39200000000001,1980,5265
1758,West Seattle,98136,4320200020,20140922T000000,715000,4,3.0,1986,6000,2.0,0,2,4,8,1746,240,1922,0,47.5374,-122.39,1930,6200
3588,Central Area,98144,1250201165,20150317T000000,474500,5,2.5,2000,3600,1.0,0,0,3,6,1150,850,1987,0,47.5971,-122.295,1410,3600
2169,Beacon Hill,98108,7549801140,20141020T000000,260000,2,1.0,750,6720,1.0,0,0,3,6,750,0,1916,0,47.552,-122.31,920,6720
5155,Northgate,98133,7282300125,20141112T000000,330000,3,1.0,980,7000,1.0,0,0,3,6,980,0,1953,0,47.7617,-122.35700000000001,1220,7000
7175,Magnolia,98199,871001484,20150115T000000,719000,3,1.75,1800,5816,1.0,0,0,5,7,900,900,1947,0,47.6529,-122.40700000000001,1650,5816
6678,Delridge,98106,7891600245,20150422T000000,430000,3,2.0,1860,7500,1.0,0,0,3,7,930,930,1909,1950,47.5662,-122.36399999999999,1000,5000
4571,Northgate,98103,993001629,20141117T000000,265000,3,2.75,1120,881,3.0,0,0,3,8,1120,0,1999,0,47.6914,-122.34299999999999,1120,1087
1825,West Seattle,98136,7625703357,20150227T000000,394950,2,2.25,1300,2104,2.0,0,0,3,8,1010,290,2011,0,47.5477,-122.38799999999999,1430,1850
6493,Lake City,98125,2826049197,20140804T000000,607500,4,2.5,3000,8100,2.0,0,0,3,8,3000,0,1992,0,47.7151,-122.305,1550,8100
2718,Seward Park,98118,2742100009,20140506T000000,385000,3,1.75,1900,5520,1.0,0,0,3,7,1280,620,1982,0,47.5549,-122.292,1330,5196
237,Queen Anne,98119,3880900245,20150202T000000,700000,6,3.0,2790,4550,2.5,0,0,4,8,2790,0,1907,0,47.626999999999995,-122.361,2590,4550
684,Capitol Hill,98112,5332200405,20140602T000000,965000,4,2.5,2460,5000,2.0,0,0,5,8,1620,840,1938,0,47.6282,-122.29299999999999,2320,5000
4015,Ballard,98117,6021502830,20141110T000000,400000,3,1.0,1130,4100,1.0,0,0,3,7,990,140,1941,0,47.6856,-122.385,1800,4100
389,Queen Anne,98119,2770603522,20141211T000000,585000,3,2.5,2160,1250,3.0,0,0,3,8,1830,330,2010,0,47.6515,-122.375,1870,2825
2481,Seward Park,98118,5649600225,20150403T000000,457500,3,1.0,960,4600,1.5,0,0,4,6,960,0,1927,0,47.5553,-122.286,1380,5175
1938,West Seattle,98146,1909600115,20140827T000000,420000,3,2.0,2330,6346,1.5,0,0,3,6,1600,730,1934,2014,47.5135,-122.38,1380,8400
4113,Ballard,98117,8082400011,20150406T000000,570000,2,1.0,910,4301,1.0,0,0,4,7,910,0,1923,0,47.6814,-122.399,1810,4301
2351,Seward Park,98118,8952900204,20141029T000000,810000,5,3.5,3550,9600,2.0,0,0,3,9,2550,1000,1998,0,47.5484,-122.26899999999999,2030,9600
4984,Northgate,98103,4083302915,20140917T000000,599950,2,1.0,1150,3775,1.0,0,0,3,7,1150,0,1917,0,47.6539,-122.329,2240,3753
6464,Lake City,98125,5418200340,20141013T000000,650000,4,2.5,2580,9450,1.0,0,0,4,8,1660,920,1959,0,47.703,-122.28,2060,9450
566,University District,98105,9191200380,20141222T000000,550000,4,2.0,1540,5000,1.5,0,0,4,7,1540,0,1913,0,47.6713,-122.3,1790,4000
4766,Northgate,98103,2402100205,20141119T000000,412133,2,1.0,920,4400,1.0,0,0,3,7,920,0,1948,0,47.6903,-122.33200000000001,1560,4600
6388,Lake City,98125,5101405604,20150428T000000,395000,1,1.0,900,6380,1.0,0,0,3,6,900,0,1947,0,47.7019,-122.311,1830,6380
1005,West Seattle,98116,324000280,20150413T000000,675000,3,1.5,1710,4000,2.0,0,0,3,8,1710,0,1926,0,47.5714,-122.385,1910,4000
1483,West Seattle,98126,3277801448,20150312T000000,280000,3,2.0,1020,889,2.0,0,0,3,7,720,300,2009,0,47.5434,-122.375,1130,972
2858,Rainier Valley,98178,3810000202,20140905T000000,251700,3,2.25,1810,11800,1.0,0,0,3,7,1240,570,1977,0,47.4997,-122.23100000000001,1810,5641
639,Capitol Hill,98112,4232400860,20140630T000000,1200000,4,2.0,2120,3360,2.0,0,0,3,9,2120,0,1905,0,47.6227,-122.31,2090,3600
22,Downtown,98102,6852700246,20140923T000000,1200000,5,2.5,2860,4000,2.0,0,0,4,8,2160,700,1910,0,47.6225,-122.318,1340,1224
5009,Northgate,98103,9523103990,20141208T000000,611000,3,1.0,1850,5000,1.5,0,0,3,7,1850,0,1922,0,47.6727,-122.351,1850,5000
2800,Seward Park,98118,2724049222,20140802T000000,163800,2,2.5,1000,1092,2.0,0,0,3,7,990,10,2004,0,47.5419,-122.271,1330,1466
4817,Northgate,98103,6046400465,20141028T000000,397500,3,1.0,1480,5100,1.5,0,0,3,7,1480,0,1938,1959,47.6915,-122.348,1300,5100
6410,Lake City,98125,1787600165,20140623T000000,396500,3,1.75,2390,7149,1.0,0,0,3,8,1350,1040,1955,0,47.7244,-122.32600000000001,1710,7402
5361,Northgate,98133,396100110,20140516T000000,282613,2,1.0,830,6017,1.0,0,0,4,6,830,0,1954,0,47.7466,-122.334,1340,6040
3335,Central Area,98122,9828201885,20140822T000000,812000,3,2.5,2040,4559,2.0,0,0,3,9,2040,0,1998,0,47.6156,-122.295,1500,4500
6086,Lake City,98115,1257200020,20150327T000000,555000,3,1.0,1250,4590,1.5,0,0,3,6,970,280,1903,0,47.6757,-122.32700000000001,1830,4080
4597,Northgate,98103,9178600135,20140826T000000,800000,4,2.0,2130,2800,1.0,0,0,5,7,1070,1060,1922,0,47.6545,-122.333,1990,3990
1626,West Seattle,98136,7625702615,20150114T000000,400000,2,1.0,610,4560,1.0,0,0,3,5,610,0,1918,0,47.5498,-122.383,930,1392
1690,West Seattle,98136,3013300830,20141106T000000,410000,2,1.0,1030,4366,1.0,0,0,3,7,1030,0,1912,0,47.5311,-122.384,1890,4499
1173,West Seattle,98116,9274200735,20150507T000000,567500,4,1.75,2190,5060,1.0,0,0,3,7,1190,1000,1950,0,47.5846,-122.387,1510,4600
2754,Seward Park,98118,3031200205,20140724T000000,415000,5,2.75,2060,8906,1.0,0,0,4,7,1220,840,1978,0,47.5358,-122.289,1840,8906
2450,Seward Park,98118,1604600095,20140708T000000,362000,5,3.0,1810,3000,2.0,0,0,3,7,1810,0,1998,0,47.5622,-122.291,1670,3000
2883,Rainier Valley,98178,8073000265,20140918T000000,360000,3,2.0,1960,8846,1.0,0,3,4,6,980,980,1940,0,47.5101,-122.24600000000001,2190,6363
3112,Central Area,98122,9818700320,20141007T000000,491000,3,2.0,2005,7000,1.0,0,0,3,7,1605,400,1980,0,47.6039,-122.29799999999999,1750,4500
1503,West Seattle,98126,9297301190,20140513T000000,413000,4,1.0,1410,6000,1.0,0,0,3,7,810,600,1925,0,47.566,-122.37299999999999,1500,4800
4002,Ballard,98117,1588600045,20141215T000000,459000,2,1.75,1170,4887,1.0,0,0,3,6,1020,150,1929,0,47.695,-122.366,1170,5441
5105,Northgate,98103,5693501028,20150403T000000,610000,3,2.5,1300,1331,3.0,0,0,3,8,1300,0,2007,0,47.6607,-122.352,1450,5270
689,Capitol Hill,98112,4385700735,20150311T000000,790000,2,1.5,1940,4400,1.0,0,0,3,7,970,970,1923,0,47.6371,-122.279,1480,3080
6982,Magnolia,98199,6821101837,20150203T000000,368000,2,2.0,930,1662,1.0,0,0,3,7,670,260,2002,0,47.6518,-122.4,1780,2343
3636,Central Area,98144,3320000212,20141006T000000,397500,3,2.25,1350,980,2.0,0,0,3,8,1050,300,2007,0,47.5998,-122.31200000000001,1350,1245
445,University District,98105,8827900015,20140829T000000,501000,3,1.0,1160,4360,1.0,0,0,4,8,1160,0,1929,0,47.6718,-122.291,1810,4360
1447,West Seattle,98126,9297300395,20140527T000000,435000,3,1.0,1270,4000,1.5,0,2,3,7,1270,0,1928,0,47.5695,-122.376,1560,4000
5199,Northgate,98133,9371700125,20140528T000000,254000,2,1.0,1060,8187,1.0,0,0,4,6,1060,0,1952,0,47.7508,-122.34899999999999,1260,8188
3128,Central Area,98122,9829200590,20141028T000000,759000,3,2.75,1960,6390,1.5,0,2,5,8,1960,0,1900,0,47.6032,-122.285,2440,5870
1399,West Seattle,98126,4364700990,20141003T000000,335000,3,1.0,1030,7200,1.0,0,0,3,6,880,150,1948,0,47.5255,-122.376,1030,7200
5692,Lake City,98115,2887703066,20140528T000000,815000,4,2.25,2000,3800,2.0,0,0,3,8,2000,0,2001,0,47.6852,-122.311,1610,3800
4796,Northgate,98103,6690500060,20140724T000000,530000,3,1.0,1370,4040,1.5,0,0,3,7,1370,0,1906,0,47.6867,-122.354,1220,3030
